time,x_obs
4.939999999999999858e+01,3.752307871531271655e+00
4.945000000000000284e+01,3.258774946511296733e+00
4.950000000000000000e+01,3.310532066057145784e+00
4.955000000000000426e+01,3.827559184655946911e+00
4.960000000000000142e+01,4.814890112121529064e+00
4.964999999999999858e+01,6.335457987198402918e+00
4.970000000000000284e+01,8.425564590613507931e+00
4.975000000000000000e+01,1.089063377198156068e+01
4.980000000000000426e+01,1.299352786104585888e+01
4.985000000000000142e+01,1.351314974203370589e+01
4.989999999999999858e+01,1.184190906289791201e+01
4.995000000000000284e+01,8.877600443287690268e+00
5.000000000000000000e+01,6.020117636662725147e+00
5.005000000000000426e+01,3.991350058259642175e+00
5.010000000000000142e+01,2.839953743338046621e+00
5.014999999999999858e+01,2.365795926675691607e+00
5.020000000000000284e+01,2.380892978795885018e+00
5.025000000000000000e+01,2.792273027270057550e+00
5.030000000000000426e+01,3.607470381297212647e+00
5.035000000000000142e+01,4.917796653119078876e+00
5.039999999999999858e+01,6.857867738578524275e+00
5.045000000000000284e+01,9.475876797093253145e+00
5.050000000000000000e+01,1.239232476748271061e+01
5.055000000000000426e+01,1.436450834028405410e+01
5.060000000000000142e+01,1.381999976303056954e+01
5.064999999999999858e+01,1.080035658151837907e+01
5.070000000000000284e+01,7.098589507309031710e+00
5.075000000000000000e+01,4.158086630698225150e+00
5.080000000000000426e+01,2.311463047335961640e+00
5.085000000000000142e+01,1.324641898234423243e+00
5.089999999999999858e+01,8.823660976291078928e-01
5.095000000000000284e+01,7.608044224309929993e-01
5.100000000000000000e+01,8.434967884277707606e-01
5.105000000000000426e+01,1.096756176207529965e+00
5.110000000000000142e+01,1.549900957591094475e+00
5.114999999999999858e+01,2.291433053127291508e+00
5.120000000000000284e+01,3.479575815741514866e+00
5.125000000000000000e+01,5.353155185741221622e+00
5.130000000000000426e+01,8.183327577811221332e+00
5.135000000000000142e+01,1.196795186469393357e+01
5.139999999999999858e+01,1.557012161621801027e+01
5.145000000000000284e+01,1.625560535424742525e+01
5.150000000000000000e+01,1.269529724561300732e+01
5.155000000000000426e+01,7.440614981893984847e+00
5.160000000000000142e+01,3.162462226955699229e+00
5.164999999999999858e+01,4.559216855269991320e-01
5.170000000000000284e+01,-1.120898272570533205e+00
5.175000000000000000e+01,-2.130236317882693520e+00
5.180000000000000426e+01,-2.993650947902600112e+00
5.185000000000000142e+01,-4.000560101140464120e+00
5.189999999999999858e+01,-5.365212416709480792e+00
5.195000000000000284e+01,-7.242444124839233055e+00
5.200000000000000000e+01,-9.634121457545044009e+00
5.205000000000000426e+01,-1.212448759309439161e+01
5.210000000000000142e+01,-1.364013337189158293e+01
5.214999999999999858e+01,-1.302918097665330421e+01
5.220000000000000284e+01,-1.044787218748507307e+01
5.225000000000000000e+01,-7.308369030516757014e+00
5.230000000000000426e+01,-4.773338492873844707e+00
5.235000000000000142e+01,-3.172329397644444438e+00
5.239999999999999858e+01,-2.366499362797664929e+00
5.245000000000000284e+01,-2.129921782922521878e+00
5.250000000000000000e+01,-2.309672747078091781e+00
5.255000000000000426e+01,-2.857370974952854414e+00
5.260000000000000142e+01,-3.820016845725803023e+00
5.264999999999999858e+01,-5.320512449314643177e+00
5.270000000000000284e+01,-7.504625840102955081e+00
5.275000000000000000e+01,-1.036040573930781150e+01
5.280000000000000426e+01,-1.328290069401831097e+01
5.285000000000000142e+01,-1.471737609226762444e+01
5.289999999999999858e+01,-1.326555487331136263e+01
5.295000000000000284e+01,-9.680903196611366113e+00
5.300000000000000000e+01,-5.977709943131200632e+00
5.305000000000000426e+01,-3.290038238910455881e+00
5.310000000000000142e+01,-1.689411989914421763e+00
5.314999999999999858e+01,-8.544939340858141996e-01
5.320000000000000284e+01,-4.681734368886393827e-01
5.325000000000000000e+01,-3.223953139843991345e-01
5.330000000000000426e+01,-3.069550658834966361e-01
5.335000000000000142e+01,-3.765794915776631280e-01
5.339999999999999858e+01,-5.269231250471391181e-01
5.345000000000000284e+01,-7.843367013972638579e-01
5.350000000000000000e+01,-1.207883713577449170e+00
5.355000000000000426e+01,-1.902590826458631978e+00
5.360000000000000142e+01,-3.043733354791690715e+00
5.364999999999999858e+01,-4.904679500279769400e+00
5.370000000000000284e+01,-7.836225446160503871e+00
5.375000000000000000e+01,-1.197725368868542795e+01
5.380000000000000426e+01,-1.622192704498297999e+01
5.385000000000000142e+01,-1.726823273569638673e+01
5.389999999999999858e+01,-1.318988670214418413e+01
5.395000000000000284e+01,-7.126966621403022728e+00
5.400000000000000000e+01,-2.315530504036260151e+00
5.405000000000000426e+01,6.698704863962373635e-01
5.410000000000000142e+01,2.420663250103685993e+00
5.414999999999999858e+01,3.596762834959755128e+00
5.420000000000000284e+01,4.663183492831326937e+00
5.425000000000000000e+01,5.907338536491370640e+00
5.430000000000000426e+01,7.476477604814774303e+00
5.435000000000000142e+01,9.341614783580007852e+00
5.439999999999999858e+01,1.117396773051484260e+01
5.445000000000000284e+01,1.228615312173753971e+01
5.450000000000000000e+01,1.199684248226669325e+01
5.455000000000000426e+01,1.033339521175924958e+01
5.460000000000000142e+01,8.094037530489528010e+00
5.464999999999999858e+01,6.112763831656483404e+00
5.470000000000000284e+01,4.780989454702300634e+00
5.475000000000000000e+01,4.130476919329780117e+00
5.480000000000000426e+01,4.065565854240039911e+00
5.485000000000000142e+01,4.505698478870118429e+00
5.489999999999999858e+01,5.428887980313331418e+00
5.495000000000000284e+01,6.850421259607418101e+00
5.500000000000000000e+01,8.736996216805231086e+00
5.505000000000000426e+01,1.083042326914714337e+01
5.510000000000000142e+01,1.245333254067725903e+01
5.514999999999999858e+01,1.268724565252800041e+01
5.520000000000000284e+01,1.120413811545617122e+01
5.525000000000000000e+01,8.746062516523615216e+00
5.530000000000000426e+01,6.375687397334476536e+00
5.535000000000000142e+01,4.678450053552750454e+00
5.539999999999999858e+01,3.741066010627336347e+00
5.545000000000000284e+01,3.444052066997358885e+00
5.550000000000000000e+01,3.665628736957938116e+00
5.555000000000000426e+01,4.356181101978556569e+00
5.560000000000000142e+01,5.539845203982887156e+00
5.564999999999999858e+01,7.267679409607740837e+00
5.570000000000000284e+01,9.491761140253126783e+00
5.575000000000000000e+01,1.181395869872801185e+01
5.580000000000000426e+01,1.327567729047343015e+01
5.585000000000000142e+01,1.283490403690732862e+01
5.589999999999999858e+01,1.054906400317032755e+01
5.595000000000000284e+01,7.636397769098487665e+00
5.600000000000000000e+01,5.204849987776681175e+00
5.605000000000000426e+01,3.635406552842317840e+00
5.610000000000000142e+01,2.847006727042016294e+00
5.614999999999999858e+01,2.648544665149389132e+00
5.620000000000000284e+01,2.905613878533633176e+00
5.625000000000000000e+01,3.581335518454825451e+00
5.630000000000000426e+01,4.728207460209768342e+00
5.635000000000000142e+01,6.453424308427118561e+00
5.639999999999999858e+01,8.818285248894525807e+00
5.645000000000000284e+01,1.157434148346398750e+01
5.650000000000000000e+01,1.376254469458837093e+01
5.655000000000000426e+01,1.390394647156097108e+01
5.660000000000000142e+01,1.156016808077932545e+01
5.664999999999999858e+01,8.101687394093685768e+00
5.670000000000000284e+01,5.077507551050153722e+00
5.675000000000000000e+01,3.064038162344168814e+00
5.680000000000000426e+01,1.956963397255164994e+00
5.685000000000000142e+01,1.476944642724778989e+00
5.689999999999999858e+01,1.403035205680075670e+00
5.695000000000000284e+01,1.622573160489075184e+00
5.700000000000000000e+01,2.120374072336854265e+00
5.705000000000000426e+01,2.964129764571411751e+00
5.710000000000000142e+01,4.298757965121316360e+00
5.714999999999999858e+01,6.330101223397552879e+00
5.720000000000000284e+01,9.217880829706063039e+00
5.725000000000000000e+01,1.268534072407113555e+01
5.730000000000000426e+01,1.530899087151949445e+01
5.735000000000000142e+01,1.487695979887548781e+01
5.739999999999999858e+01,1.121554021084885555e+01
5.745000000000000284e+01,6.724570665787148016e+00
5.750000000000000000e+01,3.251886436086645737e+00
5.755000000000000426e+01,1.097265111872081977e+00
5.760000000000000142e+01,-1.227956921354209918e-01
5.764999999999999858e+01,-8.482882375689020371e-01
5.770000000000000284e+01,-1.401191363772281040e+00
5.775000000000000000e+01,-2.000367825809751032e+00
5.780000000000000426e+01,-2.819015036148162068e+00
5.785000000000000142e+01,-4.035365356773266576e+00
5.789999999999999858e+01,-5.855485281213455018e+00
5.795000000000000284e+01,-8.456848754006355051e+00
5.800000000000000000e+01,-1.171101239929116744e+01
5.805000000000000426e+01,-1.457865278721594748e+01
5.810000000000000142e+01,-1.503428344312652065e+01
5.814999999999999858e+01,-1.221955633564081545e+01
5.820000000000000284e+01,-7.952283880598224997e+00
5.825000000000000000e+01,-4.305696809905388278e+00
5.830000000000000426e+01,-1.923636389803681679e+00
5.835000000000000142e+01,-5.675186279652769672e-01
5.839999999999999858e+01,1.774289549174162817e-01
5.845000000000000284e+01,6.377464096977238928e-01
5.850000000000000000e+01,1.027213641864185956e+00
5.855000000000000426e+01,1.491875222516835020e+00
5.860000000000000142e+01,2.160474917024767461e+00
5.864999999999999858e+01,3.186280376297799144e+00
5.870000000000000284e+01,4.776222595595138287e+00
5.875000000000000000e+01,7.177836848034170103e+00
5.880000000000000426e+01,1.050349665366671559e+01
5.885000000000000142e+01,1.413999396850470980e+01
5.889999999999999858e+01,1.601751233843816635e+01
5.895000000000000284e+01,1.406163232337983793e+01
5.900000000000000000e+01,9.432113543070324013e+00
5.905000000000000426e+01,4.936853477897833464e+00
5.910000000000000142e+01,1.839642602564304230e+00
5.914999999999999858e+01,9.804502026449501972e-03
5.920000000000000284e+01,-1.059873207158263719e+00
5.925000000000000000e+01,-1.809051326526732728e+00
5.930000000000000426e+01,-2.544337958439575775e+00
5.935000000000000142e+01,-3.489250999052235347e+00
5.939999999999999858e+01,-4.839879144076399520e+00
5.945000000000000284e+01,-6.778586074205199985e+00
5.950000000000000000e+01,-9.379482667640935745e+00
5.955000000000000426e+01,-1.229225714074417830e+01
5.960000000000000142e+01,-1.431165453272181942e+01
5.964999999999999858e+01,-1.386139560988542208e+01
5.970000000000000284e+01,-1.091212273520447162e+01
5.975000000000000000e+01,-7.219919594580994193e+00
5.980000000000000426e+01,-4.255461725542361684e+00
5.985000000000000142e+01,-2.381827740224478074e+00
5.989999999999999858e+01,-1.376920276829641354e+00
5.995000000000000284e+01,-9.267248827563550062e-01
6.000000000000000000e+01,-8.058001912648192766e-01
6.005000000000000426e+01,-8.966667320842029998e-01
6.010000000000000142e+01,-1.166264861152932708e+00
6.014999999999999858e+01,-1.646516965330808047e+00
6.020000000000000284e+01,-2.430731190009108644e+00
6.025000000000000000e+01,-3.683813701655445527e+00
6.030000000000000426e+01,-5.649391987924420988e+00
6.035000000000000142e+01,-8.584422698772879556e+00
6.039999999999999858e+01,-1.240430518787118785e+01
6.045000000000000284e+01,-1.578589778089981444e+01
6.050000000000000000e+01,-1.597579658235097000e+01
6.055000000000000426e+01,-1.210190654072578553e+01
6.060000000000000142e+01,-6.922304029248368629e+00
6.064999999999999858e+01,-2.857928920966596564e+00
6.070000000000000284e+01,-3.255368979887084402e-01
6.075000000000000000e+01,1.148561528447719970e+00
6.080000000000000426e+01,2.108009922831846961e+00
6.085000000000000142e+01,2.952758024876518839e+00
6.089999999999999858e+01,3.959228117768061939e+00
6.095000000000000284e+01,5.337339479391660646e+00
6.100000000000000000e+01,7.243634308831617297e+00
6.105000000000000426e+01,9.682162101937167975e+00
6.110000000000000142e+01,1.222568231638341629e+01
6.114999999999999858e+01,1.375941765061944189e+01
6.120000000000000284e+01,1.309246823838573093e+01
6.125000000000000000e+01,1.041442885497033899e+01
6.130000000000000426e+01,7.201753541693889815e+00
6.135000000000000142e+01,4.633384554340703509e+00
6.139999999999999858e+01,3.021180241615901707e+00
6.145000000000000284e+01,2.207499821391135431e+00
6.150000000000000000e+01,1.955036245987226140e+00
6.155000000000000426e+01,2.104203107106816795e+00
6.160000000000000142e+01,2.601291836130632529e+00
6.164999999999999858e+01,3.488291005724582394e+00
6.170000000000000284e+01,4.887085494174999489e+00
6.175000000000000000e+01,6.961361510361489202e+00
6.180000000000000426e+01,9.772880649563948197e+00
6.185000000000000142e+01,1.288012848983420788e+01
6.189999999999999858e+01,1.483546135561195811e+01
6.195000000000000284e+01,1.392497494796892710e+01
6.200000000000000000e+01,1.045243185050030377e+01
6.205000000000000426e+01,6.508339002120298922e+00
6.210000000000000142e+01,3.518321056640192346e+00
6.214999999999999858e+01,1.686997128450734795e+00
6.220000000000000284e+01,6.965029047926273309e-01
6.225000000000000000e+01,1.932286140530639074e-01
6.230000000000000426e+01,-6.957532764589216545e-02
6.235000000000000142e+01,-2.375847269128137373e-01
6.239999999999999858e+01,-3.949324908237012988e-01
6.245000000000000284e+01,-5.994396391346914488e-01
6.250000000000000000e+01,-9.085472025140984842e-01
6.255000000000000426e+01,-1.400923422716351840e+00
6.260000000000000142e+01,-2.200065501427017178e+00
6.264999999999999858e+01,-3.503363731850975604e+00
6.270000000000000284e+01,-5.605059496231815430e+00
6.275000000000000000e+01,-8.835062554074378127e+00
6.280000000000000426e+01,-1.312666843182689647e+01
6.285000000000000142e+01,-1.682457228339191602e+01
6.289999999999999858e+01,-1.651000702699989020e+01
6.295000000000000284e+01,-1.161232196631093316e+01
6.300000000000000000e+01,-5.798438893879772849e+00
6.305000000000000426e+01,-1.546253392727221954e+00
6.310000000000000142e+01,1.018787156224942203e+00
6.314999999999999858e+01,2.543788501370058963e+00
6.320000000000000284e+01,3.634360936852765178e+00
6.325000000000000000e+01,4.702910332812773042e+00
6.330000000000000426e+01,6.005984718342488371e+00
6.335000000000000142e+01,7.672215613395692912e+00
6.339999999999999858e+01,9.643610658318724660e+00
6.345000000000000284e+01,1.152513550130103148e+01
6.350000000000000000e+01,1.253979957149539715e+01
6.355000000000000426e+01,1.200143833215110689e+01
6.360000000000000142e+01,1.007900615524204646e+01
6.364999999999999858e+01,7.702936925906665344e+00
6.370000000000000284e+01,5.708941209277510254e+00
6.375000000000000000e+01,4.425337162774606092e+00
6.380000000000000426e+01,3.833880820396684541e+00
6.385000000000000142e+01,3.818347267914835363e+00
6.389999999999999858e+01,4.297233343073100009e+00
6.395000000000000284e+01,5.257831422119587650e+00
6.400000000000000000e+01,6.731007828493996925e+00
6.404999999999999716e+01,8.702224755571652537e+00
6.409999999999999432e+01,1.092101854703229868e+01
6.415000000000000568e+01,1.267127859553829694e+01
6.420000000000000284e+01,1.293848561895599936e+01
6.425000000000000000e+01,1.134466603202062274e+01
6.429999999999999716e+01,8.710981366675852655e+00
6.434999999999999432e+01,6.198024734177054462e+00
6.440000000000000568e+01,4.415788719636717374e+00
6.445000000000000284e+01,3.429375225238947777e+00
6.450000000000000000e+01,3.092348131221055674e+00
6.454999999999999716e+01,3.264639098316946875e+00
6.459999999999999432e+01,3.887958643116590896e+00
6.465000000000000568e+01,4.989173764515919096e+00
6.470000000000000284e+01,6.644405333648899514e+00
6.475000000000000000e+01,8.876685988666196181e+00
6.479999999999999716e+01,1.141485678471986098e+01
6.484999999999999432e+01,1.337273534660991992e+01
6.490000000000000568e+01,1.347620876869267015e+01
6.495000000000000284e+01,1.137279117336488810e+01
6.500000000000000000e+01,8.237901034776374587e+00
6.504999999999999716e+01,5.444420974382159883e+00
6.509999999999999432e+01,3.558667207513415143e+00
6.515000000000000568e+01,2.533534843589637209e+00
6.520000000000000284e+01,2.142679604992289377e+00
6.525000000000000000e+01,2.203258481476265462e+00
6.529999999999999716e+01,2.634692412062477729e+00
6.534999999999999432e+01,3.456100320960198591e+00
6.540000000000000568e+01,4.770013733322822524e+00
6.545000000000000284e+01,6.726459696432608659e+00
6.550000000000000000e+01,9.398276560199313678e+00
6.554999999999999716e+01,1.243045281574222116e+01
6.559999999999999432e+01,1.454903475747521746e+01
6.565000000000000568e+01,1.405387411454946012e+01
6.570000000000000284e+01,1.092583843788547249e+01
6.575000000000000000e+01,7.064533029689895827e+00
6.579999999999999716e+01,4.004215624855774536e+00
6.584999999999999432e+01,2.083274726707214253e+00
6.590000000000000568e+01,1.041492490042173369e+00
6.595000000000000284e+01,5.378033723250117415e-01
6.600000000000000000e+01,3.268793503729454097e-01
6.604999999999999716e+01,2.698475860965175444e-01
6.609999999999999432e+01,3.024169875628018311e-01
6.615000000000000568e+01,4.063325190514187057e-01
6.620000000000000284e+01,5.941112263670820237e-01
6.625000000000000000e+01,9.061861910457049696e-01
6.629999999999999716e+01,1.418797848362265190e+00
6.634999999999999432e+01,2.262672955447527556e+00
6.640000000000000568e+01,3.651702129152463616e+00
6.645000000000000284e+01,5.904498025603521327e+00
6.650000000000000000e+01,9.361007491531568192e+00
6.654999999999999716e+01,1.384798575736789772e+01
6.659999999999999432e+01,1.733244853327317614e+01
6.665000000000000568e+01,1.622896430226231246e+01
6.670000000000000284e+01,1.073761426228122851e+01
6.675000000000000000e+01,4.888914083601894056e+00
6.679999999999999716e+01,8.142714965057008536e-01
6.684999999999999432e+01,-1.602948808217004695e+00
6.690000000000000568e+01,-3.064272578354491294e+00
6.695000000000000284e+01,-4.162799093282457008e+00
6.700000000000000000e+01,-5.285245748147689326e+00
6.704999999999999716e+01,-6.655158820899613303e+00
6.709999999999999432e+01,-8.345400936721848240e+00
6.715000000000000568e+01,-1.020379916829494960e+01
6.720000000000000284e+01,-1.173909242089323968e+01
6.725000000000000000e+01,-1.222436927717260957e+01
6.729999999999999716e+01,-1.126522380569298676e+01
6.734999999999999432e+01,-9.288373959325637585e+00
6.740000000000000568e+01,-7.162983280132367625e+00
6.745000000000000284e+01,-5.512849424119685260e+00
6.750000000000000000e+01,-4.535708293454653983e+00
6.754999999999999716e+01,-4.189341424617878396e+00
6.759999999999999432e+01,-4.382587477473448345e+00
6.765000000000000568e+01,-5.064172387487826832e+00
6.770000000000000284e+01,-6.231691591088681648e+00
6.775000000000000000e+01,-7.879586018502756417e+00
6.779999999999999716e+01,-9.870488228798942387e+00
6.784999999999999432e+01,-1.173882873674582328e+01
6.790000000000000568e+01,-1.265021156972413330e+01
6.795000000000000284e+01,-1.193935314392401814e+01
6.800000000000000000e+01,-9.876625103120732163e+00
6.804999999999999716e+01,-7.453603341854520892e+00
6.809999999999999432e+01,-5.482921362811840282e+00
6.815000000000000568e+01,-4.247527574851898358e+00
6.820000000000000284e+01,-3.702337272455473727e+00
6.825000000000000000e+01,-3.723665893143643491e+00
6.829999999999999716e+01,-4.232622214842170827e+00
6.835000000000000853e+01,-5.222903566602974834e+00
6.840000000000000568e+01,-6.732616447836348605e+00
6.845000000000000284e+01,-8.751846156092176088e+00
6.850000000000000000e+01,-1.102292354311397027e+01
6.854999999999999716e+01,-1.279804023333222851e+01
6.860000000000000853e+01,-1.302284787831339585e+01
6.865000000000000568e+01,-1.133249388820765269e+01
6.870000000000000284e+01,-8.611831878710479060e+00
6.875000000000000000e+01,-6.055465693149526096e+00
6.879999999999999716e+01,-4.262608435888244784e+00
6.885000000000000853e+01,-3.277222803125436901e+00
6.890000000000000568e+01,-2.939024845478352965e+00
6.895000000000000284e+01,-3.101752198732680821e+00
6.900000000000000000e+01,-3.705425385304160990e+00
6.904999999999999716e+01,-4.778817704736125549e+00
6.910000000000000853e+01,-6.406918423663872098e+00
6.915000000000000568e+01,-8.637464451605421090e+00
6.920000000000000284e+01,-1.124720334283130541e+01
6.925000000000000000e+01,-1.338830295459236197e+01
6.929999999999999716e+01,-1.371283380716462119e+01
6.935000000000000853e+01,-1.169664265799381653e+01
6.940000000000000568e+01,-8.477197313855810989e+00
6.945000000000000284e+01,-5.535351898539786930e+00
6.950000000000000000e+01,-3.519753122448403104e+00
6.954999999999999716e+01,-2.399171965662953543e+00
6.960000000000000853e+01,-1.932280866796906249e+00
6.965000000000000568e+01,-1.915350151924460231e+00
6.970000000000000284e+01,-2.248219902177962304e+00
6.975000000000000000e+01,-2.932029082231986106e+00
6.979999999999999716e+01,-4.055295992583831222e+00
6.985000000000000853e+01,-5.774114249126636622e+00
6.990000000000000568e+01,-8.239856243409198200e+00
6.995000000000000284e+01,-1.134497686581900666e+01
7.000000000000000000e+01,-1.417918247689608613e+01
7.004999999999999716e+01,-1.488246551548319019e+01
7.010000000000000853e+01,-1.246190148306190970e+01
7.015000000000000568e+01,-8.425903296658743713e+00
7.020000000000000284e+01,-4.813193885899555546e+00
7.025000000000000000e+01,-2.390294887447735217e+00
7.029999999999999716e+01,-1.003936888836246766e+00
7.035000000000000853e+01,-2.725269107535320812e-01
7.040000000000000568e+01,1.179397551080322293e-01
7.045000000000000284e+01,3.679378861179622429e-01
7.050000000000000000e+01,5.982149195718462487e-01
7.054999999999999716e+01,8.924413626856930737e-01
7.060000000000000853e+01,1.331911395664815867e+00
7.065000000000000568e+01,2.024681065837119487e+00
7.070000000000000284e+01,3.134543978915092843e+00
7.075000000000000000e+01,4.906480079944876671e+00
7.079999999999999716e+01,7.644808950337588449e+00
7.085000000000000853e+01,1.146442753880296017e+01
7.090000000000000568e+01,1.544496564387779181e+01
7.095000000000000284e+01,1.679164128649873788e+01
7.100000000000000000e+01,1.351367884168016076e+01
7.104999999999999716e+01,7.981844448795581748e+00
7.110000000000000853e+01,3.303373719445714229e+00
7.115000000000000568e+01,3.060150521921983779e-01
7.120000000000000284e+01,-1.447077026882099826e+00
7.125000000000000000e+01,-2.568391319009503349e+00
7.129999999999999716e+01,-3.521101473663087233e+00
7.135000000000000853e+01,-4.615562098453216855e+00
7.140000000000000568e+01,-6.061657070841613759e+00
7.145000000000000284e+01,-7.970363569901527612e+00
7.150000000000000000e+01,-1.023928640535481804e+01
7.154999999999999716e+01,-1.232038720250355723e+01
7.160000000000000853e+01,-1.318815303268392647e+01
7.165000000000000568e+01,-1.210671236914469873e+01
7.170000000000000284e+01,-9.579115850136988186e+00
7.175000000000000000e+01,-6.849530620659454172e+00
7.179999999999999716e+01,-4.761345295376187003e+00
7.185000000000000853e+01,-3.508542483812205237e+00
7.190000000000000568e+01,-2.964614501274965619e+00
7.195000000000000284e+01,-2.962902529920141692e+00
7.200000000000000000e+01,-3.410212629109364624e+00
7.204999999999999716e+01,-4.306384753561841805e+00
7.210000000000000853e+01,-5.724023875843278653e+00
7.215000000000000568e+01,-7.744661831452402723e+00
7.220000000000000284e+01,-1.028590238060619200e+01
7.225000000000000000e+01,-1.276158298117560719e+01
7.229999999999999716e+01,-1.390568301431508580e+01
7.235000000000000853e+01,-1.268572502736476082e+01
7.240000000000000568e+01,-9.691798919286480185e+00
7.245000000000000284e+01,-6.502904049761657035e+00
7.250000000000000000e+01,-4.115117341668081075e+00
7.254999999999999716e+01,-2.684587875926677469e+00
7.260000000000000853e+01,-2.000777236914709878e+00
7.265000000000000568e+01,-1.828808480492804422e+00
7.270000000000000284e+01,-2.026786430894340185e+00
7.275000000000000000e+01,-2.558145703587705100e+00
7.279999999999999716e+01,-3.478756619358774227e+00
7.285000000000000853e+01,-4.922592452405526231e+00
7.290000000000000568e+01,-7.063503256917925022e+00
7.295000000000000284e+01,-9.961326550741619101e+00
7.300000000000000000e+01,-1.312890516913107319e+01
7.304999999999999716e+01,-1.501417790343569614e+01
7.310000000000000853e+01,-1.388172213421521128e+01
7.315000000000000568e+01,-1.021054025802557597e+01
7.320000000000000284e+01,-6.201776260784122918e+00
7.325000000000000000e+01,-3.229696197814214909e+00
7.329999999999999716e+01,-1.429627139989767981e+00
7.335000000000000853e+01,-4.508928044150780634e-01
7.340000000000000568e+01,7.061221781518357832e-02
7.345000000000000284e+01,3.869834337013950409e-01
7.350000000000000000e+01,6.533755860815675387e-01
7.354999999999999716e+01,9.729159420045982998e-01
7.360000000000000853e+01,1.437347212366101745e+00
7.365000000000000568e+01,2.160557468525366343e+00
7.370000000000000284e+01,3.309311517449993190e+00
7.375000000000000000e+01,5.126578091125252534e+00
7.379999999999999716e+01,7.899245806810812454e+00
7.385000000000000853e+01,1.168497410627523969e+01
7.390000000000000568e+01,1.546659001459557103e+01
7.395000000000000284e+01,1.649981369586892299e+01
7.400000000000000000e+01,1.312152886078715675e+01
7.404999999999999716e+01,7.760828165692423397e+00
7.410000000000000853e+01,3.294720364246893851e+00
7.415000000000000568e+01,4.448293247670616624e-01
7.420000000000000284e+01,-1.218857020908285183e+00
7.425000000000000000e+01,-2.279797002301375830e+00
7.429999999999999716e+01,-3.179392834471745921e+00
7.435000000000000853e+01,-4.218156826435808249e+00
7.440000000000000568e+01,-5.611169116535177359e+00
7.445000000000000284e+01,-7.499647762022695119e+00
7.450000000000000000e+01,-9.850066827555103544e+00
7.454999999999999716e+01,-1.219842470763122222e+01
7.460000000000000853e+01,-1.348213296337175038e+01
7.465000000000000568e+01,-1.269767430877582548e+01
7.470000000000000284e+01,-1.013628742971053320e+01
7.475000000000000000e+01,-7.150707202025412990e+00
7.479999999999999716e+01,-4.781971095610960454e+00
7.485000000000000853e+01,-3.308576222078676743e+00
7.490000000000000568e+01,-2.597470736256062729e+00
7.495000000000000284e+01,-2.445940508794650192e+00
7.500000000000000000e+01,-2.724375437556726176e+00
7.504999999999999716e+01,-3.404453523065335219e+00
7.510000000000000853e+01,-4.548209967146163990e+00
7.515000000000000568e+01,-6.276569298096395855e+00
7.520000000000000284e+01,-8.675269422570231370e+00
7.525000000000000000e+01,-1.153051487968501121e+01
7.529999999999999716e+01,-1.388668798136037630e+01
7.535000000000000853e+01,-1.416020950544726276e+01
7.540000000000000568e+01,-1.178500844537292735e+01
7.545000000000000284e+01,-8.176958711382980027e+00
7.550000000000000000e+01,-5.003901293173192322e+00
7.554999999999999716e+01,-2.886519810125647734e+00
7.560000000000000853e+01,-1.707621841748969693e+00
7.565000000000000568e+01,-1.162073055089180906e+00
7.570000000000000284e+01,-1.005374038949611526e+00
7.575000000000000000e+01,-1.102765490988770303e+00
7.579999999999999716e+01,-1.413326347725879950e+00
7.585000000000000853e+01,-1.970576095699138275e+00
7.590000000000000568e+01,-2.877180653059584703e+00
7.595000000000000284e+01,-4.310920092099945755e+00
7.600000000000000000e+01,-6.514889152964087771e+00
7.604999999999999716e+01,-9.672502100074883202e+00
7.610000000000000853e+01,-1.342052425641498381e+01
7.615000000000000568e+01,-1.599303934625143064e+01
7.620000000000000284e+01,-1.492649989356387152e+01
7.625000000000000000e+01,-1.055842995946865770e+01
7.629999999999999716e+01,-5.774317978914666583e+00
7.635000000000000853e+01,-2.299846165621958871e+00
7.640000000000000568e+01,-2.028310722926516263e-01
7.645000000000000284e+01,1.014809041354228780e+00
7.650000000000000000e+01,1.832128959606464269e+00
7.654999999999999716e+01,2.589858512797698076e+00
7.660000000000000853e+01,3.530018510958896183e+00
7.665000000000000568e+01,4.853836212972357345e+00
7.670000000000000284e+01,6.740186733028257215e+00
7.675000000000000000e+01,9.260556428374062676e+00
7.679999999999999716e+01,1.208824534974429454e+01
7.685000000000000853e+01,1.409862101499033038e+01
7.690000000000000568e+01,1.378575743650712049e+01
7.695000000000000284e+01,1.103264438436195150e+01
7.700000000000000000e+01,7.460942556795365554e+00
7.704999999999999716e+01,4.529903713898272066e+00
7.710000000000000853e+01,2.653282249694018269e+00
7.715000000000000568e+01,1.647866546059474802e+00
7.720000000000000284e+01,1.218562772306865716e+00
7.725000000000000000e+01,1.150203491071659201e+00
7.729999999999999716e+01,1.336348044968716842e+00
7.735000000000000853e+01,1.761665248404473916e+00
7.740000000000000568e+01,2.486697195978946340e+00
7.745000000000000284e+01,3.645954855043949117e+00
7.750000000000000000e+01,5.447316568202998255e+00
7.754999999999999716e+01,8.117131317555966064e+00
7.760000000000000853e+01,1.162346683336379982e+01
7.765000000000000568e+01,1.495705523227686840e+01
7.770000000000000284e+01,1.576562475403841290e+01
7.775000000000000000e+01,1.276374428654624360e+01
7.779999999999999716e+01,7.990124092883066353e+00
7.785000000000000853e+01,3.919006057167325086e+00
7.790000000000000568e+01,1.276028314216862247e+00
